underlying_symbol,quote_date,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size_1545,bid_1545,ask_size_1545,ask_1545,underlying_bid_1545,underlying_ask_1545,implied_underlying_price_1545,active_underlying_price_1545,implied_volatility_1545,delta_1545,gamma_1545,theta_1545,vega_1545,rho_1545,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code
NVDA,2026-01-11,NVDA,2027-01-15,125.0,P,,,,7.35,170.0,,7.4,,7.5,171.04,171.64,,,0.4559990924072266,,,,,,,7.4,,7.5,171.04,171.64,,10371.0,
NVDA,2026-01-11,NVDA,2027-01-15,130.0,P,,,,8.5,16.0,,8.5,,8.65,171.04,171.64,,,0.45038391418457036,,,,,,,8.5,,8.65,171.04,171.64,,14927.0,
NVDA,2026-01-11,NVDA,2027-01-15,135.0,P,,,,9.75,96.0,,9.75,,9.9,171.04,171.64,,,0.4446466668701171,,,,,,,9.75,,9.9,171.04,171.64,,6353.0,
NVDA,2026-01-11,NVDA,2027-01-15,140.0,P,,,,11.2,921.0,,11.15,,11.25,171.04,171.64,,,0.4387873504638672,,,,,,,11.15,,11.25,171.04,171.64,,25650.0,
NVDA,2026-01-11,NVDA,2027-01-15,145.0,P,,,,12.65,2078.0,,12.65,,12.8,171.04,171.64,,,0.4346064840698243,,,,,,,12.65,,12.8,171.04,171.64,,7488.0,
NVDA,2026-01-11,NVDA,2027-01-15,150.0,P,,,,14.3,1538.0,,14.3,,14.4,171.04,171.64,,,0.4292049267578125,,,,,,,14.3,,14.4,171.04,171.64,,19533.0,
NVDA,2026-01-11,NVDA,2027-01-15,155.0,P,,,,15.95,145.0,,16.05,,16.2,171.04,171.64,,,0.42520716400146485,,,,,,,16.05,,16.2,171.04,171.64,,6613.0,
NVDA,2026-01-11,NVDA,2027-01-15,160.0,P,,,,17.95,1019.0,,17.95,,18.05,171.04,171.64,,,0.41998871032714846,,,,,,,17.95,,18.05,171.04,171.64,,15161.0,
NVDA,2026-01-11,NVDA,2027-01-15,165.0,P,,,,19.78,186.0,,19.95,,20.1,171.04,171.64,,,0.41602146484374997,,,,,,,19.95,,20.1,171.04,171.64,,3596.0,
NVDA,2026-01-11,NVDA,2027-01-15,170.0,P,,,,21.95,492.0,,22.1,,22.25,171.04,171.64,,,0.41167275344848636,,,,,,,22.1,,22.25,171.04,171.64,,16321.0,
NVDA,2026-01-11,NVDA,2027-01-15,175.0,P,,,,24.38,256.0,,24.4,,24.55,171.04,171.64,,,0.4076902493286133,,,,,,,24.4,,24.55,171.04,171.64,,5900.0,
NVDA,2026-01-11,NVDA,2027-01-15,180.0,P,,,,26.75,181.0,,26.8,,27.0,171.04,171.64,,,0.404028176574707,,,,,,,26.8,,27.0,171.04,171.64,,26390.0,
NVDA,2026-01-11,NVDA,2027-01-15,185.0,P,,,,29.4,681.0,,29.35,,29.55,171.04,171.64,,,0.4000304138183594,,,,,,,29.35,,29.55,171.04,171.64,,5446.0,
NVDA,2026-01-11,NVDA,2027-01-15,190.0,P,,,,31.7,7.0,,32.0,,32.2,171.04,171.64,,,0.39572747833251964,,,,,,,32.0,,32.2,171.04,171.64,,10427.0,
NVDA,2026-01-11,NVDA,2027-01-15,195.0,P,,,,34.85,8.0,,34.8,,35.05,171.04,171.64,,,0.3924621301269531,,,,,,,34.8,,35.05,171.04,171.64,,2273.0,
NVDA,2026-01-11,NVDA,2027-01-15,200.0,P,,,,37.75,93.0,,37.75,,37.95,171.04,171.64,,,0.38826600509643555,,,,,,,37.75,,37.95,171.04,171.64,,8090.0,
NVDA,2026-01-11,NVDA,2027-01-15,210.0,P,,,,44.0,1.0,,43.95,,44.2,171.04,171.64,,,0.3811707391357422,,,,,,,43.95,,44.2,171.04,171.64,,2277.0,
NVDA,2026-01-11,NVDA,2027-01-15,220.0,P,,,,50.2,5.0,,50.6,,50.9,171.04,171.64,,,0.3740602145385742,,,,,,,50.6,,50.9,171.04,171.64,,1497.0,
NVDA,2026-01-11,NVDA,2027-01-15,230.0,P,,,,56.5,1.0,,57.7,,58.0,171.04,171.64,,,0.3666139999389648,,,,,,,57.7,,58.0,171.04,171.64,,1741.0,
NVDA,2026-01-11,NVDA,2027-01-15,240.0,P,,,,64.99,3.0,,65.2,,65.5,171.04,171.64,,,0.3591372680664062,,,,,,,65.2,,65.5,171.04,171.64,,827.0,
NVDA,2026-01-11,NVDA,2027-01-15,250.0,P,,,,72.5,11.0,,73.05,,73.4,171.04,171.64,,,0.35217932983398437,,,,,,,73.05,,73.4,171.04,171.64,,806.0,
NVDA,2026-01-11,NVDA,2027-01-15,260.0,P,,,,82.0,7.0,,81.2,,81.55,171.04,171.64,,,0.34363449340820307,,,,,,,81.2,,81.55,171.04,171.64,,1456.0,
NVDA,2026-01-11,NVDA,2027-01-15,270.0,P,,,,87.69,4.0,,89.65,,90.0,171.04,171.64,,,0.3346624151611328,,,,,,,89.65,,90.0,171.04,171.64,,423.0,
NVDA,2026-01-11,NVDA,2027-01-15,280.0,P,,,,95.93,5.0,,98.35,,98.75,171.04,171.64,,,0.32590395782470705,,,,,,,98.35,,98.75,171.04,171.64,,1624.0,
NVDA,2026-01-11,NVDA,2027-01-15,290.0,P,,,,106.6,11.0,,106.8,,108.2,171.04,171.64,,,0.3297796514892578,,,,,,,106.8,,108.2,171.04,171.64,,272.0,
NVDA,2026-01-11,NVDA,2027-01-15,300.0,P,,,,116.23,1.0,,115.85,,117.75,171.04,171.64,,,0.3336858624267578,,,,,,,115.85,,117.75,171.04,171.64,,144.0,
NVDA,2026-01-11,NVDA,2027-01-15,310.0,P,,,,121.8,7.0,,125.3,,126.85,171.04,171.64,,,0.31854929504394525,,,,,,,125.3,,126.85,171.04,171.64,,99.0,
NVDA,2026-01-11,NVDA,2027-01-15,320.0,P,,,,130.4,3.0,,134.65,,136.4,171.04,171.64,,,0.3136054968261719,,,,,,,134.65,,136.4,171.04,171.64,,30.0,
NVDA,2026-01-11,NVDA,2027-01-15,330.0,P,,,,142.32,2.0,,144.4,,146.15,171.04,171.64,,,0.31409377319335935,,,,,,,144.4,,146.15,171.04,171.64,,29.0,
NVDA,2026-01-11,NVDA,2027-01-15,340.0,P,,,,150.43,2.0,,153.55,,156.7,171.04,171.64,,,0.3537662280273437,,,,,,,153.55,,156.7,171.04,171.64,,2.0,
NVDA,2026-01-11,NVDA,2027-01-15,350.0,P,,,,164.32,2.0,,162.95,,167.3,171.04,171.64,,,0.3908141973876953,,,,,,,162.95,,167.3,171.04,171.64,,4.0,
NVDA,2026-01-11,NVDA,2027-01-15,360.0,P,,,,169.98,8.0,,173.0,,177.15,171.04,171.64,,,0.39765006652832036,,,,,,,173.0,,177.15,171.04,171.64,,0.0,
NVDA,2026-01-11,NVDA,2027-01-15,370.0,P,,,,174.04,1.0,,175.8,,180.25,171.04,171.64,,,1.0000000000000003e-05,,,,,,,175.8,,180.25,171.04,171.64,,0.0,
NVDA,2026-01-11,NVDA,2027-01-15,380.0,P,,,,192.44,4.0,,193.0,,197.15,171.04,171.64,,,0.4213314703369141,,,,,,,193.0,,197.15,171.04,171.64,,0.0,
NVDA,2026-01-11,NVDA,2027-01-15,390.0,P,,,,200.08,8.0,,203.0,,207.15,171.04,171.64,,,0.432622861328125,,,,,,,203.0,,207.15,171.04,171.64,,0.0,
NVDA,2026-01-11,NVDA,2027-01-15,400.0,P,,,,197.84,1.0,,205.8,,210.25,171.04,171.64,,,1.0000000000000003e-05,,,,,,,205.8,,210.25,171.04,171.64,,0.0,
NVDA,2026-01-11,NVDA,2027-01-15,410.0,P,,,,229.17,1.0,,223.0,,227.15,171.04,171.64,,,0.4539849523925781,,,,,,,223.0,,227.15,171.04,171.64,,0.0,
NVDA,2026-01-11,NVDA,2027-01-15,420.0,P,,,,232.01,10.0,,233.0,,237.15,171.04,171.64,,,0.4642387561035156,,,,,,,233.0,,237.15,171.04,171.64,,0.0,
NVDA,2026-01-11,NVDA,2027-06-17,5.0,C,,,,184.85,1.0,,180.45,,181.4,171.04,171.64,,,1.9306644091796876,,,,,,,180.45,,181.4,171.04,171.64,,4608.0,
NVDA,2026-01-11,NVDA,2027-06-17,10.0,C,,,,191.24,1.0,,179.05,,187.3,171.04,171.64,,,3.3242204394531245,,,,,,,179.05,,187.3,171.04,171.64,,230.0,
NVDA,2026-01-11,NVDA,2027-06-17,15.0,C,,,,164.0,50.0,,174.35,,182.6,171.04,171.64,,,2.3828165429687496,,,,,,,174.35,,182.6,171.04,171.64,,163.0,
NVDA,2026-01-11,NVDA,2027-06-17,20.0,C,,,,161.15,36.0,,163.1,,169.65,171.04,171.64,,,1.1464886425781249,,,,,,,163.1,,169.65,171.04,171.64,,357.0,
NVDA,2026-01-11,NVDA,2027-06-17,25.0,C,,,,160.31,211.0,,158.4,,164.95,171.04,171.64,,,1.0634812451171878,,,,,,,158.4,,164.95,171.04,171.64,,274.0,
NVDA,2026-01-11,NVDA,2027-06-17,30.0,C,,,,158.53,20.0,,153.75,,160.5,171.04,171.64,,,1.011479552001953,,,,,,,153.75,,160.5,171.04,171.64,,195.0,
NVDA,2026-01-11,NVDA,2027-06-17,35.0,C,,,,159.82,1.0,,150.3,,156.6,171.04,171.64,,,1.0361376318359379,,,,,,,150.3,,156.6,171.04,171.64,,806.0,
NVDA,2026-01-11,NVDA,2027-06-17,40.0,C,,,,154.53,20.0,,146.2,,151.3,171.04,171.64,,,0.9729006616210938,,,,,,,146.2,,151.3,171.04,171.64,,291.0,
NVDA,2026-01-11,NVDA,2027-06-17,45.0,C,,,,150.68,1.0,,139.9,,146.8,171.04,171.64,,,0.8731702136230468,,,,,,,139.9,,146.8,171.04,171.64,,137.0,
NVDA,2026-01-11,NVDA,2027-06-17,50.0,C,,,,141.03,4.0,,135.35,,142.75,171.04,171.64,,,0.851563984375,,,,,,,135.35,,142.75,171.04,171.64,,317.0,
NVDA,2026-01-11,NVDA,2027-06-17,55.0,C,,,,138.06,10.0,,130.8,,135.55,171.04,171.64,,,0.7446314599609375,,,,,,,130.8,,135.55,171.04,171.64,,132.0,
NVDA,2026-01-11,NVDA,2027-06-17,60.0,C,,,,130.08,2.0,,129.1,,130.95,171.04,171.64,,,0.7861959857177734,,,,,,,129.1,,130.95,171.04,171.64,,407.0,
NVDA,2026-01-11,NVDA,2027-06-17,65.0,C,,,,129.72,26.0,,124.65,,126.45,171.04,171.64,,,0.7574487145996094,,,,,,,124.65,,126.45,171.04,171.64,,470.0,
NVDA,2026-01-11,NVDA,2027-06-17,70.0,C,,,,121.02,5.0,,120.3,,121.95,171.04,171.64,,,0.7316311016845702,,,,,,,120.3,,121.95,171.04,171.64,,378.0,
NVDA,2026-01-11,NVDA,2027-06-17,75.0,C,,,,103.7,1.0,,115.9,,117.7,171.04,171.64,,,0.7099028033447266,,,,,,,115.9,,117.7,171.04,171.64,,480.0,
NVDA,2026-01-11,NVDA,2027-06-17,80.0,C,,,,117.45,1.0,,111.7,,113.4,171.04,171.64,,,0.6905548522949221,,,,,,,111.7,,113.4,171.04,171.64,,499.0,
NVDA,2026-01-11,NVDA,2027-06-17,85.0,C,,,,113.05,2.0,,107.55,,109.2,171.04,171.64,,,0.6732210412597659,,,,,,,107.55,,109.2,171.04,171.64,,406.0,
NVDA,2026-01-11,NVDA,2027-06-17,90.0,C,,,,104.71,21.0,,103.35,,105.05,171.04,171.64,,,0.6553989538574221,,,,,,,103.35,,105.05,171.04,171.64,,414.0,
NVDA,2026-01-11,NVDA,2027-06-17,95.0,C,,,,104.63,4.0,,99.4,,101.0,171.04,171.64,,,0.641605146484375,,,,,,,99.4,,101.0,171.04,171.64,,590.0,
NVDA,2026-01-11,NVDA,2027-06-17,100.0,C,,,,96.21,13.0,,95.7,,96.85,171.04,171.64,,,0.6288184091186525,,,,,,,95.7,,96.85,171.04,171.64,,1515.0,
NVDA,2026-01-11,NVDA,2027-06-17,105.0,C,,,,92.1,4.0,,91.45,,93.1,171.04,171.64,,,0.613559772644043,,,,,,,91.45,,93.1,171.04,171.64,,19327.0,
NVDA,2026-01-11,NVDA,2027-06-17,110.0,C,,,,88.61,1.0,,87.65,,89.25,171.04,171.64,,,0.6013833807373048,,,,,,,87.65,,89.25,171.04,171.64,,7203.0,
NVDA,2026-01-11,NVDA,2027-06-17,115.0,C,,,,85.8,1.0,,84.05,,85.65,171.04,171.64,,,0.5927469924926759,,,,,,,84.05,,85.65,171.04,171.64,,524.0,
NVDA,2026-01-11,NVDA,2027-06-17,120.0,C,,,,84.1,1.0,,80.85,,81.8,171.04,171.64,,,0.5843547424316407,,,,,,,80.85,,81.8,171.04,171.64,,1345.0,
NVDA,2026-01-11,NVDA,2027-06-17,125.0,C,,,,78.55,1.0,,77.35,,78.0,171.04,171.64,,,0.5726971441650393,,,,,,,77.35,,78.0,171.04,171.64,,803.0,
NVDA,2026-01-11,NVDA,2027-06-17,130.0,C,,,,75.15,4.0,,73.7,,75.0,171.04,171.64,,,0.5656781713867188,,,,,,,73.7,,75.0,171.04,171.64,,582.0,
NVDA,2026-01-11,NVDA,2027-06-17,135.0,C,,,,72.09,2.0,,70.3,,71.7,171.04,171.64,,,0.5571638522338869,,,,,,,70.3,,71.7,171.04,171.64,,8003.0,
NVDA,2026-01-11,NVDA,2027-06-17,140.0,C,,,,68.65,43.0,,67.2,,68.6,171.04,171.64,,,0.551457122192383,,,,,,,67.2,,68.6,171.04,171.64,,3566.0,
NVDA,2026-01-11,NVDA,2027-06-17,145.0,C,,,,65.05,4.0,,64.25,,65.0,171.04,171.64,,,0.5420883193969729,,,,,,,64.25,,65.0,171.04,171.64,,681.0,
NVDA,2026-01-11,NVDA,2027-06-17,150.0,C,,,,62.65,13.0,,61.25,,62.4,171.04,171.64,,,0.5385788330078126,,,,,,,61.25,,62.4,171.04,171.64,,8393.0,
NVDA,2026-01-11,NVDA,2027-06-17,155.0,C,,,,59.62,1.0,,58.3,,59.65,171.04,171.64,,,0.53320779296875,,,,,,,58.3,,59.65,171.04,171.64,,2646.0,
NVDA,2026-01-11,NVDA,2027-06-17,160.0,C,,,,56.74,28.0,,56.05,,56.35,171.04,171.64,,,0.5278062356567383,,,,,,,56.05,,56.35,171.04,171.64,,5982.0,
NVDA,2026-01-11,NVDA,2027-06-17,165.0,C,,,,54.25,3.0,,53.45,,53.7,171.04,171.64,,,0.5233507138061523,,,,,,,53.45,,53.7,171.04,171.64,,1142.0,
NVDA,2026-01-11,NVDA,2027-06-17,170.0,C,,,,51.13,46.0,,50.9,,51.15,171.04,171.64,,,0.5188646746826171,,,,,,,50.9,,51.15,171.04,171.64,,3448.0,
NVDA,2026-01-11,NVDA,2027-06-17,175.0,C,,,,49.03,32.0,,48.5,,48.75,171.04,171.64,,,0.5152636364746093,,,,,,,48.5,,48.75,171.04,171.64,,5856.0,
NVDA,2026-01-11,NVDA,2027-06-17,180.0,C,,,,46.31,39.0,,46.15,,46.45,171.04,171.64,,,0.5116015637207032,,,,,,,46.15,,46.45,171.04,171.64,,17335.0,
NVDA,2026-01-11,NVDA,2027-06-17,185.0,C,,,,44.45,25.0,,43.95,,44.2,171.04,171.64,,,0.5081988877868653,,,,,,,43.95,,44.2,171.04,171.64,,3735.0,
NVDA,2026-01-11,NVDA,2027-06-17,190.0,C,,,,42.05,41.0,,41.85,,42.1,171.04,171.64,,,0.5053760400390624,,,,,,,41.85,,42.1,171.04,171.64,,6399.0,
NVDA,2026-01-11,NVDA,2027-06-17,195.0,C,,,,39.99,38.0,,39.8,,40.05,171.04,171.64,,,0.5022327609252931,,,,,,,39.8,,40.05,171.04,171.64,,5558.0,
NVDA,2026-01-11,NVDA,2027-06-17,200.0,C,,,,38.0,98.0,,38.0,,38.1,171.04,171.64,,,0.5002491381835938,,,,,,,38.0,,38.1,171.04,171.64,,15893.0,
NVDA,2026-01-11,NVDA,2027-06-17,210.0,C,,,,35.08,487.0,,34.3,,34.5,171.04,171.64,,,0.49609878906250005,,,,,,,34.3,,34.5,171.04,171.64,,6631.0,
NVDA,2026-01-11,NVDA,2027-06-17,220.0,C,,,,31.78,78.0,,31.05,,31.25,171.04,171.64,,,0.4922230953979493,,,,,,,31.05,,31.25,171.04,171.64,,6124.0,
NVDA,2026-01-11,NVDA,2027-06-17,230.0,C,,,,28.55,308.0,,28.1,,28.3,171.04,171.64,,,0.4888051608276368,,,,,,,28.1,,28.3,171.04,171.64,,3216.0,
NVDA,2026-01-11,NVDA,2027-06-17,240.0,C,,,,25.55,65.0,,25.4,,25.65,171.04,171.64,,,0.4860586062622071,,,,,,,25.4,,25.65,171.04,171.64,,2288.0,
NVDA,2026-01-11,NVDA,2027-06-17,250.0,C,,,,23.53,17.0,,23.05,,23.25,171.04,171.64,,,0.4836324830627442,,,,,,,23.05,,23.25,171.04,171.64,,5817.0,
NVDA,2026-01-11,NVDA,2027-06-17,260.0,C,,,,21.27,124.0,,20.9,,21.05,171.04,171.64,,,0.48114532531738285,,,,,,,20.9,,21.05,171.04,171.64,,5287.0,
NVDA,2026-01-11,NVDA,2027-06-17,270.0,C,,,,19.35,116.0,,18.95,,19.15,171.04,171.64,,,0.47998566894531247,,,,,,,18.95,,19.15,171.04,171.64,,2984.0,
NVDA,2026-01-11,NVDA,2027-06-17,280.0,C,,,,17.62,158.0,,17.2,,17.4,171.04,171.64,,,0.4785818743896484,,,,,,,17.2,,17.4,171.04,171.64,,1023.0,
NVDA,2026-01-11,NVDA,2027-06-17,290.0,C,,,,15.93,29.0,,15.65,,15.85,171.04,171.64,,,0.4777579080200196,,,,,,,15.65,,15.85,171.04,171.64,,1031.0,
NVDA,2026-01-11,NVDA,2027-06-17,300.0,C,,,,14.4,68.0,,14.25,,14.45,171.04,171.64,,,0.47708652801513673,,,,,,,14.25,,14.45,171.04,171.64,,5923.0,
NVDA,2026-01-11,NVDA,2027-06-17,310.0,C,,,,13.3,6.0,,13.0,,13.2,171.04,171.64,,,0.47675083801269535,,,,,,,13.0,,13.2,171.04,171.64,,1221.0,
NVDA,2026-01-11,NVDA,2027-06-17,320.0,C,,,,12.3,2.0,,11.85,,12.05,171.04,171.64,,,0.4762015270996094,,,,,,,11.85,,12.05,171.04,171.64,,1106.0,
NVDA,2026-01-11,NVDA,2027-06-17,330.0,C,,,,11.15,1.0,,10.85,,11.05,171.04,171.64,,,0.4763541134643554,,,,,,,10.85,,11.05,171.04,171.64,,1227.0,
NVDA,2026-01-11,NVDA,2027-06-17,340.0,C,,,,11.45,2.0,,9.95,,10.15,171.04,171.64,,,0.4766898034667969,,,,,,,9.95,,10.15,171.04,171.64,,948.0,
NVDA,2026-01-11,NVDA,2027-06-17,350.0,C,,,,9.3,13.0,,9.15,,9.3,171.04,171.64,,,0.47650669982910154,,,,,,,9.15,,9.3,171.04,171.64,,4920.0,
NVDA,2026-01-11,NVDA,2027-06-17,360.0,C,,,,8.65,32.0,,8.4,,8.55,171.04,171.64,,,0.47672032073974613,,,,,,,8.4,,8.55,171.04,171.64,,1396.0,
NVDA,2026-01-11,NVDA,2027-06-17,370.0,C,,,,8.0,1.0,,7.75,,7.9,171.04,171.64,,,0.477544287109375,,,,,,,7.75,,7.9,171.04,171.64,,925.0,
NVDA,2026-01-11,NVDA,2027-06-17,380.0,C,,,,7.27,1.0,,7.1,,7.25,171.04,171.64,,,0.47730014892578126,,,,,,,7.1,,7.25,171.04,171.64,,2450.0,
NVDA,2026-01-11,NVDA,2027-06-17,390.0,C,,,,6.75,90.0,,6.55,,6.7,171.04,171.64,,,0.4779104943847656,,,,,,,6.55,,6.7,171.04,171.64,,836.0,
NVDA,2026-01-11,NVDA,2027-06-17,400.0,C,,,,6.2,3.0,,6.05,,6.2,171.04,171.64,,,0.47855135711669916,,,,,,,6.05,,6.2,171.04,171.64,,1838.0,
NVDA,2026-01-11,NVDA,2027-06-17,410.0,C,,,,5.95,2.0,,5.6,,5.75,171.04,171.64,,,0.4793448062133788,,,,,,,5.6,,5.75,171.04,171.64,,399.0,
NVDA,2026-01-11,NVDA,2027-06-17,420.0,C,,,,5.37,111.0,,5.2,,5.35,171.04,171.64,,,0.48041291076660153,,,,,,,5.2,,5.35,171.04,171.64,,1464.0,
NVDA,2026-01-11,NVDA,2027-06-17,5.0,P,,,,0.03,2000.0,,0.0,,0.04,171.04,171.64,,,1.0546922265625,,,,,,,0.0,,0.04,171.04,171.64,,3303.0,
NVDA,2026-01-11,NVDA,2027-06-17,10.0,P,,,,0.03,5.0,,0.01,,0.07,171.04,171.64,,,0.8945323046874999,,,,,,,0.01,,0.07,171.04,171.64,,237.0,
NVDA,2026-01-11,NVDA,2027-06-17,15.0,P,,,,0.05,100.0,,0.08,,0.11,171.04,171.64,,,0.8398453515625,,,,,,,0.08,,0.11,171.04,171.64,,407.0,
NVDA,2026-01-11,NVDA,2027-06-17,20.0,P,,,,0.1,1.0,,0.1,,0.16,171.04,171.64,,,0.7675804492187501,,,,,,,0.1,,0.16,171.04,171.64,,531.0,
NVDA,2026-01-11,NVDA,2027-06-17,25.0,P,,,,0.21,1.0,,0.16,,0.23,171.04,171.64,,,0.7246121289062499,,,,,,,0.16,,0.23,171.04,171.64,,346.0,
NVDA,2026-01-11,NVDA,2027-06-17,30.0,P,,,,0.24,7.0,,0.25,,0.32,171.04,171.64,,,0.692385888671875,,,,,,,0.25,,0.32,171.04,171.64,,135.0,
NVDA,2026-01-11,NVDA,2027-06-17,35.0,P,,,,0.39,5.0,,0.35,,0.41,171.04,171.64,,,0.6606479248046876,,,,,,,0.35,,0.41,171.04,171.64,,460.0,
NVDA,2026-01-11,NVDA,2027-06-17,40.0,P,,,,0.51,14.0,,0.47,,0.51,171.04,171.64,,,0.6325720336914062,,,,,,,0.47,,0.51,171.04,171.64,,481.0,
NVDA,2026-01-11,NVDA,2027-06-17,45.0,P,,,,0.62,1.0,,0.61,,0.67,171.04,171.64,,,0.6108437353515627,,,,,,,0.61,,0.67,171.04,171.64,,312.0,
NVDA,2026-01-11,NVDA,2027-06-17,50.0,P,,,,0.82,4.0,,0.78,,0.84,171.04,171.64,,,0.5903361279296876,,,,,,,0.78,,0.84,171.04,171.64,,4529.0,
NVDA,2026-01-11,NVDA,2027-06-17,55.0,P,,,,1.0,2.0,,0.98,,1.05,171.04,171.64,,,0.5725140405273439,,,,,,,0.98,,1.05,171.04,171.64,,551.0,
NVDA,2026-01-11,NVDA,2027-06-17,60.0,P,,,,1.27,200.0,,1.22,,1.28,171.04,171.64,,,0.5559126440429689,,,,,,,1.22,,1.28,171.04,171.64,,1361.0,
NVDA,2026-01-11,NVDA,2027-06-17,65.0,P,,,,1.56,1.0,,1.51,,1.57,171.04,171.64,,,0.5418746984863283,,,,,,,1.51,,1.57,171.04,171.64,,1154.0,
NVDA,2026-01-11,NVDA,2027-06-17,70.0,P,,,,1.85,2508.0,,1.85,,1.91,171.04,171.64,,,0.5291795129394532,,,,,,,1.85,,1.91,171.04,171.64,,641.0,
NVDA,2026-01-11,NVDA,2027-06-17,75.0,P,,,,2.41,11.0,,2.25,,2.31,171.04,171.64,,,0.5179491564941407,,,,,,,2.25,,2.31,171.04,171.64,,4362.0,
NVDA,2026-01-11,NVDA,2027-06-17,80.0,P,,,,2.85,26.0,,2.7,,2.78,171.04,171.64,,,0.5076343182373046,,,,,,,2.7,,2.78,171.04,171.64,,9591.0,
NVDA,2026-01-11,NVDA,2027-06-17,85.0,P,,,,3.28,65.0,,3.2,,3.3,171.04,171.64,,,0.49945568908691407,,,,,,,3.2,,3.3,171.04,171.64,,7670.0,
NVDA,2026-01-11,NVDA,2027-06-17,90.0,P,,,,3.85,1.0,,3.8,,3.95,171.04,171.64,,,0.49231464721679696,,,,,,,3.8,,3.95,171.04,171.64,,3102.0,
NVDA,2026-01-11,NVDA,2027-06-17,95.0,P,,,,4.81,10.0,,4.5,,4.65,171.04,171.64,,,0.48456325988769533,,,,,,,4.5,,4.65,171.04,171.64,,3752.0,
NVDA,2026-01-11,NVDA,2027-06-17,100.0,P,,,,5.35,11.0,,5.3,,5.4,171.04,171.64,,,0.47638463073730464,,,,,,,5.3,,5.4,171.04,171.64,,13134.0,
NVDA,2026-01-11,NVDA,2027-06-17,105.0,P,,,,6.55,5.0,,6.15,,6.25,171.04,171.64,,,0.4690604852294922,,,,,,,6.15,,6.25,171.04,171.64,,3932.0,
NVDA,2026-01-11,NVDA,2027-06-17,110.0,P,,,,7.1,128.0,,7.1,,7.25,171.04,171.64,,,0.4635978933715821,,,,,,,7.1,,7.25,171.04,171.64,,7265.0,
NVDA,2026-01-11,NVDA,2027-06-17,115.0,P,,,,8.6,2.0,,8.15,,8.3,171.04,171.64,,,0.457311335144043,,,,,,,8.15,,8.3,171.04,171.64,,4299.0,
NVDA,2026-01-11,NVDA,2027-06-17,120.0,P,,,,9.72,1.0,,9.35,,9.5,171.04,171.64,,,0.45236753692626963,,,,,,,9.35,,9.5,171.04,171.64,,6030.0,
NVDA,2026-01-11,NVDA,2027-06-17,125.0,P,,,,10.91,40.0,,10.6,,10.75,171.04,171.64,,,0.44659977233886716,,,,,,,10.6,,10.75,171.04,171.64,,10516.0,
NVDA,2026-01-11,NVDA,2027-06-17,130.0,P,,,,11.95,2.0,,12.0,,12.15,171.04,171.64,,,0.4418695950317383,,,,,,,12.0,,12.15,171.04,171.64,,7211.0,
NVDA,2026-01-11,NVDA,2027-06-17,135.0,P,,,,13.8,1.0,,13.45,,13.65,171.04,171.64,,,0.43716993499755863,,,,,,,13.45,,13.65,171.04,171.64,,3143.0,
NVDA,2026-01-11,NVDA,2027-06-17,140.0,P,,,,15.03,24.0,,15.05,,15.25,171.04,171.64,,,0.4325007922363281,,,,,,,15.05,,15.25,171.04,171.64,,8697.0,
NVDA,2026-01-11,NVDA,2027-06-17,145.0,P,,,,16.9,5.0,,16.8,,16.95,171.04,171.64,,,0.42780113220214844,,,,,,,16.8,,16.95,171.04,171.64,,4719.0,
NVDA,2026-01-11,NVDA,2027-06-17,150.0,P,,,,19.05,905.0,,18.6,,18.8,171.04,171.64,,,0.42383388671875,,,,,,,18.6,,18.8,171.04,171.64,,14695.0,
NVDA,2026-01-11,NVDA,2027-06-17,155.0,P,,,,21.04,172.0,,20.55,,20.75,171.04,171.64,,,0.4197750894165039,,,,,,,20.55,,20.75,171.04,171.64,,2926.0,
NVDA,2026-01-11,NVDA,2027-06-17,160.0,P,,,,22.7,1.0,,22.6,,22.8,171.04,171.64,,,0.41565525756835936,,,,,,,22.6,,22.8,171.04,171.64,,5238.0,
NVDA,2026-01-11,NVDA,2027-06-17,165.0,P,,,,24.65,5.0,,24.75,,25.0,171.04,171.64,,,0.41211525390625,,,,,,,24.75,,25.0,171.04,171.64,,3017.0,
NVDA,2026-01-11,NVDA,2027-06-17,170.0,P,,,,27.15,18.0,,27.05,,27.3,171.04,171.64,,,0.4084989570617676,,,,,,,27.05,,27.3,171.04,171.64,,4450.0,
NVDA,2026-01-11,NVDA,2027-06-17,175.0,P,,,,29.42,23.0,,29.45,,29.75,171.04,171.64,,,0.4054319711303711,,,,,,,29.45,,29.75,171.04,171.64,,2207.0,
NVDA,2026-01-11,NVDA,2027-06-17,180.0,P,,,,32.05,2.0,,31.95,,32.25,171.04,171.64,,,0.40170886383056637,,,,,,,31.95,,32.25,171.04,171.64,,4954.0,
NVDA,2026-01-11,NVDA,2027-06-17,185.0,P,,,,35.45,11.0,,34.55,,34.8,171.04,171.64,,,0.3973601524353027,,,,,,,34.55,,34.8,171.04,171.64,,2686.0,
NVDA,2026-01-11,NVDA,2027-06-17,190.0,P,,,,37.45,505.0,,37.3,,37.6,171.04,171.64,,,0.3947509255981446,,,,,,,37.3,,37.6,171.04,171.64,,1060.0,
